pId	weight.kDa.	length	trypticCount	pI
IPI00652912	IPI00652912	15.40983533	141	10	8.80712890625
IPI00652913	IPI00652913	13.56421917	122	8	10.06689453125
IPI00652914	IPI00652914	18.29358891	171	8	12.35205078125
IPI00652915	IPI00652915	19.16722989	176	11	11.76611328125
IPI00652916	IPI00652916	24.61787667	222	11	4.38623046875
IPI00652918	IPI00652918	33.6096755	290	14	4.90673828125
IPI00652919	IPI00652919	60.19275861	564	32	4.91943359375
IPI00652920	IPI00652920	12.69430713	106	5	7.06396484375
IPI00652922	IPI00652922	11.74766134	111	6	8.10400390625
IPI00652923	IPI00652923	4.48248171	37	1	10.71142578125
IPI00652924	IPI00652924	18.08761247	166	9	12.39599609375
IPI00652927	IPI00652927	7.84094843	69	4	7.91357421875
IPI00652928	IPI00652928	27.51483105	239	14	7.56201171875
IPI00652929	IPI00652929	12.27421593	109	5	7.73779296875
IPI00652930	IPI00652930	7.67883159	66	4	8.35302734375
IPI00652931	IPI00652931	14.30935856	120	8	10.30126953125
IPI00652932	IPI00652932	6.17738235	55	3	9.74462890625
IPI00652933	IPI00652933	15.45079669	130	7	6.53662109375
IPI00652934	IPI00652934	40.04936296	372	19	10.22802734375
IPI00652936	IPI00652936	33.88741799	301	19	6.66845703125
IPI00652937	IPI00652937	1.10351443	11	1	5.78271484375
IPI00652938	IPI00652938	62.32724174	563	30	7.84033203125
IPI00652940	IPI00652940	6.79037975	61	2	6.35400390625
IPI00652941	IPI00652941	8.3957547	72	4	10.59423828125
IPI00652942	IPI00652942	29.11043744	255	17	7.75244140625
IPI00652943	IPI00652943	19.49141406	174	7	4.33544921875
IPI00652944	IPI00652944	70.46753177	655	40	6.49365234375
IPI00652945	IPI00652945	22.02985151	226	11	10.21337890625
IPI00652947	IPI00652947	15.29182008	135	9	11.78076171875
IPI00652948	IPI00652948	14.13820032	126	5	7.75244140625
IPI00652949	IPI00652949	13.48993066	119	8	10.72607421875
IPI00652951	IPI00652951	11.92802957	108	5	7.67919921875
IPI00652953	IPI00652953	7.62276125	69	4	7.13720703125
IPI00652954	IPI00652954	15.01863582	132	8	8.35302734375
IPI00652955	IPI00652955	24.17901784	230	15	8.01611328125
IPI00652956	IPI00652956	59.58547176	527	29	8.00146484375
IPI00652957	IPI00652957	12.03834519	105	5	10.31591796875
IPI00652958	IPI00652958	93.94099325	837	42	6.13818359375
IPI00652959	IPI00652959	26.6389314	262	14	11.92724609375
IPI00652960	IPI00652960	81.79826252	721	32	4.60205078125
IPI00652961	IPI00652961	5.83290928	52	3	7.60595703125
IPI00652962	IPI00652962	34.41209183	304	17	5.00830078125
IPI00652963	IPI00652963	12.74438417	109	4	9.87646484375
IPI00652964	IPI00652964	12.31903973	110	7	5.51611328125
IPI00652965	IPI00652965	11.28047834	106	6	6.77099609375
IPI00652966	IPI00652966	15.3080262	141	6	4.47509765625
IPI00652967	IPI00652967	7.74608234	66	3	10.05224609375
IPI00652968	IPI00652968	11.65903041	103	4	4.93212890625
IPI00652969	IPI00652969	63.33177217	572	28	7.16650390625
IPI00652970	IPI00652970	125.09793882	1118	65	5.92236328125
IPI00652971	IPI00652971	11.20258066	108	2	6.50732421875
IPI00652972	IPI00652972	81.89336906	731	44	6.25244140625
IPI00652973	IPI00652973	16.88158507	144	8	10.50634765625
IPI00652974	IPI00652974	13.00464684	110	8	6.62451171875
IPI00652975	IPI00652975	6.11698723	55	3	6.23974609375
IPI00652976	IPI00652976	33.22736625	303	14	6.35400390625
IPI00652977	IPI00652977	46.84496623	407	23	6.36669921875
IPI00652978	IPI00652978	44.95490106	402	25	7.19580078125
IPI00652979	IPI00652979	8.92697224	80	5	12.49853515625
IPI00652980	IPI00652980	16.33846393	158	9	11.16552734375
IPI00652983	IPI00652983	47.19466538	405	21	5.73193359375
IPI00652984	IPI00652984	12.08771343	110	6	7.72314453125
IPI00652986	IPI00652986	56.14517283	488	20	9.04150390625
IPI00652987	IPI00652987	93.47522621	851	49	9.59814453125
IPI00652988	IPI00652988	14.9226847	135	4	8.80712890625
IPI00652989	IPI00652989	5.83081682	53	2	6.04931640625
IPI00652990	IPI00652990	17.80314516	165	9	12.10302734375
IPI00652991	IPI00652991	11.66774484	103	6	9.65673828125
IPI00652992	IPI00652992	7.53900488	69	3	7.89892578125
IPI00652993	IPI00652993	35.2856715	319	17	6.40478515625
IPI00652994	IPI00652994	11.84167092	110	3	6.31591796875
IPI00652998	IPI00652998	70.85286848	612	32	4.99560546875
IPI00652999	IPI00652999	7.02372548	60	3	9.72998046875
IPI00653000	IPI00653000	10.15124237	96	7	10.53564453125
IPI00653002	IPI00653002	13.25069047	121	6	10.05224609375
IPI00653003	IPI00653003	56.41006593	493	18	13.50927734375
IPI00653004	IPI00653004	28.28905013	248	15	8.19189453125
IPI00653005	IPI00653005	12.57657892	117	7	9.80322265625
IPI00653006	IPI00653006	10.03542164	91	5	12.57177734375
IPI00653007	IPI00653007	42.00187823	377	20	4.99560546875
IPI00653008	IPI00653008	36.79773607	319	17	8.73388671875
IPI00653010	IPI00653010	8.73062072	78	4	8.64599609375
IPI00653011	IPI00653011	27.19427853	235	14	10.33056640625
IPI00653012	IPI00653012	15.8502145	139	7	11.06298828125
IPI00653013	IPI00653013	19.00679966	170	8	5.97314453125
IPI00653014	IPI00653014	11.52990493	102	5	12.19091796875
IPI00653015	IPI00653015	12.9533736	115	5	7.13720703125
IPI00653016	IPI00653016	18.70404524	158	12	6.63916015625
IPI00653017	IPI00653017	23.06964121	215	12	8.60205078125
IPI00653018	IPI00653018	12.42927182	110	5	8.35302734375
IPI00653019	IPI00653019	20.67632812	186	12	5.36376953125
IPI00653021	IPI00653021	64.94772377	573	33	6.15087890625
IPI00653022	IPI00653022	7.47095284	67	5	8.61669921875
IPI00653023	IPI00653023	333.77631798	2970	167	7.72314453125
IPI00653024	IPI00653024	8.24100912	73	4	6.35400390625
IPI00653025	IPI00653025	10.09609478	90	4	4.60205078125
IPI00653026	IPI00653026	15.87714092	159	8	12.55712890625
IPI00653027	IPI00653027	19.99911477	181	7	4.56396484375
IPI00653028	IPI00653028	13.88450654	121	7	9.84716796875
IPI00653029	IPI00653029	55.90827996	528	26	10.38916015625
IPI00653030	IPI00653030	14.30028741	132	6	8.64599609375
IPI00653031	IPI00653031	7.59392543	71	2	8.79248046875
IPI00653032	IPI00653032	13.7118879	122	7	10.69677734375
IPI00653033	IPI00653033	15.09400774	146	9	12.36669921875
IPI00653034	IPI00653034	11.96093353	111	5	4.28466796875
IPI00653035	IPI00653035	16.47658895	153	9	9.71533203125
IPI00653037	IPI00653037	61.68988679	559	31	5.21142578125
IPI00653038	IPI00653038	137.2919083	1255	73	7.72314453125
IPI00653039	IPI00653039	4.98756202	44	3	4.11962890625
IPI00653040	IPI00653040	53.68043633	464	25	4.94482421875
IPI00653042	IPI00653042	54.93510077	489	31	9.05615234375
IPI00653043	IPI00653043	16.36800363	144	6	13.18701171875
IPI00653044	IPI00653044	14.01512793	130	6	10.69677734375
IPI00653045	IPI00653045	4.66747104	39	2	10.49169921875
IPI00653046	IPI00653046	57.1242233	529	21	5.31298828125
IPI00653047	IPI00653047	16.0987179	154	8	12.26416015625
IPI00653048	IPI00653048	7.07285304	63	3	8.19189453125
IPI00653050	IPI00653050	6.02195774	54	4	6.81494140625
IPI00653051	IPI00653051	60.53889853	574	28	8.30908203125
IPI00653052	IPI00653052	14.92624106	136	8	8.88037109375
IPI00653053	IPI00653053	18.79621088	182	12	12.42529296875
IPI00653055	IPI00653055	17.23711532	157	11	6.55126953125
IPI00653056	IPI00653056	17.86103925	170	6	8.55810546875
IPI00653057	IPI00653057	19.6266203	180	7	12.39599609375
IPI00653058	IPI00653058	16.01091952	149	6	7.72314453125
IPI00653059	IPI00653059	36.02749361	321	22	8.00146484375
IPI00653060	IPI00653060	10.07567089	86	3	11.92724609375
IPI00653061	IPI00653061	42.21428076	368	21	9.14404296875
IPI00653062	IPI00653062	37.63799428	337	20	7.66455078125
IPI00653063	IPI00653063	16.75120066	153	9	5.61767578125
IPI00653064	IPI00653064	83.66877197	741	45	6.07470703125
IPI00653065	IPI00653065	16.14010654	148	6	6.78564453125
IPI00653066	IPI00653066	48.37862188	421	19	8.99755859375
IPI00653067	IPI00653067	58.41476598	507	30	9.53955078125
IPI00653068	IPI00653068	16.46885156	145	8	6.37939453125
IPI00653069	IPI00653069	11.50453586	97	6	8.19189453125
IPI00653070	IPI00653070	11.96831213	107	7	11.42919921875
IPI00653071	IPI00653071	28.59905793	263	18	7.26904296875
IPI00653072	IPI00653072	70.55068622	632	26	4.85595703125
IPI00653074	IPI00653074	60.58754326	550	26	6.21435546875
IPI00653075	IPI00653075	66.452894	583	34	6.78564453125
IPI00653077	IPI00653077	13.94798867	125	6	9.42236328125
IPI00653078	IPI00653078	36.64600912	315	20	5.59228515625
IPI00653079	IPI00653079	76.68886517	691	39	6.94677734375
IPI00653080	IPI00653080	18.95236792	169	5	4.53857421875
IPI00653081	IPI00653081	17.68953493	182	11	7.22509765625
IPI00653082	IPI00653082	13.64069688	116	8	7.07861328125
IPI00653083	IPI00653083	9.18284514	81	4	9.96435546875
IPI00653084	IPI00653084	14.76827433	133	6	7.91357421875
IPI00653085	IPI00653085	24.97817989	242	15	12.36669921875
IPI00653086	IPI00653086	27.95191534	255	13	8.48486328125
IPI00653087	IPI00653087	26.36281124	241	10	4.31005859375
IPI00653088	IPI00653088	11.72435162	107	6	5.79541015625
IPI00653089	IPI00653089	13.80511791	119	8	9.46630859375
IPI00653090	IPI00653090	84.82488791	769	30	4.88134765625
IPI00653091	IPI00653091	34.82492469	318	18	6.56591796875
IPI00653092	IPI00653092	17.91954358	157	10	7.28369140625
IPI00653093	IPI00653093	10.3344972	95	6	12.08837890625
IPI00653094	IPI00653094	40.47034679	371	16	10.38916015625
IPI00653095	IPI00653095	4.77121092	45	1	3.62451171875
IPI00653096	IPI00653096	11.08071309	100	6	10.69677734375
IPI00653097	IPI00653097	87.58925251	782	46	9.21728515625
IPI00653098	IPI00653098	24.90186552	236	17	11.56103515625
IPI00653100	IPI00653100	19.9632276	187	9	5.49072265625
IPI00653101	IPI00653101	97.51666845	898	37	4.31005859375
IPI00653102	IPI00653102	12.67427739	113	9	7.29833984375
IPI00653103	IPI00653103	31.69417923	283	16	5.42724609375
IPI00653104	IPI00653104	73.65121241	652	31	4.91943359375
IPI00653105	IPI00653105	11.24077783	106	8	12.11767578125
IPI00653106	IPI00653106	45.11051249	389	25	9.11474609375
IPI00653107	IPI00653107	71.14612871	621	34	6.12548828125
IPI00653108	IPI00653108	10.23876417	101	5	7.82568359375
IPI00653109	IPI00653109	8.88934027	78	5	6.62451171875
IPI00653112	IPI00653112	15.76953111	140	11	8.29443359375
IPI00653113	IPI00653113	20.82886824	191	12	9.27587890625
IPI00653114	IPI00653114	13.01670277	122	8	10.02294921875
IPI00653115	IPI00653115	10.15903532	88	5	5.42724609375
IPI00653116	IPI00653116	6.96863331	64	3	6.07470703125
IPI00653117	IPI00653117	38.45102764	347	17	7.73779296875
IPI00653118	IPI00653118	49.05498948	439	24	5.78271484375
IPI00653120	IPI00653120	26.88009907	244	11	6.36669921875
IPI00653121	IPI00653121	78.69369919	685	43	9.24658203125
IPI00653122	IPI00653122	4.89432491	44	2	7.91357421875
IPI00653123	IPI00653123	13.48572805	119	6	6.80029296875
IPI00653124	IPI00653124	60.32172238	541	26	7.85498046875
IPI00653125	IPI00653125	10.03145065	88	3	11.59033203125
IPI00653126	IPI00653126	13.03145615	114	7	6.90283203125
IPI00653127	IPI00653127	11.08786646	99	7	10.81396484375
IPI00653128	IPI00653128	5.13189651	44	2	10.52099609375
IPI00653131	IPI00653131	1.99599362	19	2	5.27490234375
IPI00653132	IPI00653132	46.72320494	432	20	7.50341796875
IPI00653133	IPI00653133	16.45227609	142	7	9.68603515625
IPI00653134	IPI00653134	95.04070044	878	43	4.29736328125
IPI00653135	IPI00653135	12.02289053	110	4	7.50341796875
IPI00653136	IPI00653136	16.54764041	153	11	8.70458984375
IPI00653137	IPI00653137	43.53386027	383	20	6.15087890625
IPI00653138	IPI00653138	45.16143316	392	33	8.17724609375
IPI00653139	IPI00653139	9.5557889	81	5	11.56103515625
IPI00653141	IPI00653141	82.64079536	741	41	5.45263671875
IPI00653142	IPI00653142	22.02963782	196	12	9.02685546875
IPI00653144	IPI00653144	9.52269886	86	3	6.07470703125
IPI00653145	IPI00653145	19.41812858	181	9	5.26220703125
IPI00653147	IPI00653147	10.95636095	100	5	6.84423828125
IPI00653148	IPI00653148	54.51188387	482	26	8.04541015625
IPI00653150	IPI00653150	16.0591736	155	11	12.04443359375
IPI00653151	IPI00653151	12.02968578	109	8	7.03466796875
IPI00653152	IPI00653152	27.48196493	248	12	6.17626953125
IPI00653153	IPI00653153	6.51418851	61	4	8.32373046875
IPI00653154	IPI00653154	8.64328881	77	5	7.89892578125
IPI00653156	IPI00653156	12.73711677	113	6	6.84423828125
IPI00653157	IPI00653157	9.13574918	84	5	9.27587890625
IPI00653158	IPI00653158	41.78542883	397	22	7.89892578125
IPI00653159	IPI00653159	4.29030381	37	2	7.91357421875
IPI00653160	IPI00653160	132.85627955	1187	77	4.55126953125
IPI00653161	IPI00653161	11.27065851	100	5	6.35400390625
IPI00653162	IPI00653162	116.30614801	1014	50	8.11865234375
IPI00653163	IPI00653163	22.09036634	199	12	9.04150390625
IPI00653164	IPI00653164	30.97419669	276	13	4.93212890625
IPI00653165	IPI00653165	36.59396063	332	16	6.02392578125
IPI00653166	IPI00653166	42.4984846	382	17	4.48779296875
IPI00653167	IPI00653167	18.49188761	174	7	6.96142578125
IPI00653168	IPI00653168	72.4781081	641	28	8.16259765625
IPI00653169	IPI00653169	38.97729593	349	21	8.57275390625
IPI00653170	IPI00653170	56.80086532	494	24	5.84619140625
IPI00653171	IPI00653171	38.88474603	347	24	8.03076171875
IPI00653172	IPI00653172	12.27487527	108	7	6.27783203125
IPI00653173	IPI00653173	31.54863063	280	16	5.89697265625
IPI00653174	IPI00653174	16.03766466	146	8	10.72607421875
IPI00653175	IPI00653175	46.95275724	407	20	8.26513671875
IPI00653176	IPI00653176	13.01777604	120	8	11.23876953125
IPI00653177	IPI00653177	17.54058674	161	10	12.77685546875
IPI00653178	IPI00653178	10.34620162	99	6	8.77783203125
IPI00653179	IPI00653179	17.09088338	150	6	10.21337890625
IPI00653181	IPI00653181	13.73219506	124	8	9.43701171875
IPI00653183	IPI00653183	8.19588406	73	3	8.48486328125
IPI00653184	IPI00653184	12.20238771	111	7	8.83642578125
IPI00653185	IPI00653185	14.3752357	133	5	10.02294921875
IPI00653186	IPI00653186	15.57598153	138	6	6.32861328125
IPI00653187	IPI00653187	13.1995066	121	6	7.72314453125
IPI00653189	IPI00653189	30.65085955	277	14	7.72314453125
IPI00653190	IPI00653190	4.97382537	44	2	10.69677734375
IPI00653191	IPI00653191	19.57803032	186	9	4.33544921875
IPI00653192	IPI00653192	70.19724042	620	29	5.98583984375
IPI00653194	IPI00653194	9.61389855	88	4	8.20654296875
IPI00653195	IPI00653195	11.47186356	102	4	6.36669921875
IPI00653196	IPI00653196	25.01555438	244	10	9.05615234375
IPI00653197	IPI00653197	13.283416	122	9	7.91357421875
IPI00653198	IPI00653198	6.19732923	55	3	8.48486328125
IPI00653200	IPI00653200	78.23372753	694	33	5.93505859375
IPI00653201	IPI00653201	15.53391219	137	6	6.08740234375
IPI00653203	IPI00653203	11.68574484	107	4	7.62060546875
IPI00653205	IPI00653205	14.80082558	128	6	9.21728515625
IPI00653206	IPI00653206	35.4919829	327	17	12.01513671875
IPI00653207	IPI00653207	19.51027171	170	10	7.92822265625
IPI00653208	IPI00653208	12.96555817	116	4	4.23388671875
IPI00653209	IPI00653209	21.21479686	180	6	5.18603515625
IPI00653210	IPI00653210	31.27411628	282	12	5.02099609375
IPI00653211	IPI00653211	20.02148889	191	10	4.05615234375
IPI00653212	IPI00653212	33.39297847	300	11	4.76708984375
IPI00653213	IPI00653213	11.91809673	101	4	10.50634765625
IPI00653214	IPI00653214	4.59648317	37	2	10.77001953125
IPI00653215	IPI00653215	55.39012939	483	27	8.57275390625
IPI00653216	IPI00653216	29.18599746	260	14	8.10400390625
IPI00653218	IPI00653218	13.15533797	122	9	4.55126953125
IPI00653220	IPI00653220	215.66943694	1971	121	6.85888671875
IPI00653221	IPI00653221	11.96627567	105	8	12.26416015625
IPI00653222	IPI00653222	8.94435889	78	3	8.49951171875
IPI00653224	IPI00653224	14.97216015	141	11	11.51708984375
IPI00653225	IPI00653225	5.79201746	49	4	9.87646484375
IPI00653226	IPI00653226	26.23201216	225	15	5.02099609375
IPI00653227	IPI00653227	37.22664786	326	14	6.18896484375
IPI00653229	IPI00653229	14.66968855	140	6	12.10302734375
IPI00653230	IPI00653230	13.74479052	123	9	10.33056640625
IPI00653231	IPI00653231	30.91398774	281	17	9.14404296875
IPI00653232	IPI00653232	57.41055824	521	30	6.81494140625
IPI00653233	IPI00653233	18.42720245	173	13	7.03466796875
IPI00653234	IPI00653234	21.47751111	206	9	4.95751953125
IPI00653236	IPI00653236	19.97731142	177	11	9.33447265625
IPI00653237	IPI00653237	160.203567	1457	80	6.59521484375
IPI00653238	IPI00653238	66.6122687	600	31	5.49072265625
IPI00653239	IPI00653239	38.43558776	334	18	10.47705078125
IPI00653241	IPI00653241	21.26209077	206	9	12.46923828125
IPI00653242	IPI00653242	13.58736549	112	6	10.21337890625
IPI00653243	IPI00653243	5.04153422	48	2	7.22509765625
IPI00653244	IPI00653244	16.68530204	143	8	8.19189453125
IPI00653245	IPI00653245	18.16064271	177	10	12.82080078125
IPI00653246	IPI00653246	14.32848057	127	8	8.54345703125
IPI00653248	IPI00653248	62.02453907	550	34	5.94775390625
IPI00653249	IPI00653249	20.7781352	187	13	12.52783203125
IPI00653251	IPI00653251	20.69238617	190	10	6.22705078125
IPI00653252	IPI00653252	10.75271089	92	6	11.22412109375
IPI00653253	IPI00653253	16.23492108	155	9	7.95751953125
IPI00653254	IPI00653254	97.38294581	850	53	6.68310546875
IPI00653255	IPI00653255	15.20969004	141	5	11.73681640625
IPI00653256	IPI00653256	60.1036714	540	24	8.08935546875
IPI00653257	IPI00653257	8.45117494	91	8	11.22412109375
IPI00653258	IPI00653258	8.88727766	83	2	7.31298828125
IPI00653259	IPI00653259	15.67952639	138	6	10.75537109375
IPI00653260	IPI00653260	14.8669222	146	9	12.20556640625
IPI00653261	IPI00653261	34.80336745	320	19	8.61669921875
IPI00653262	IPI00653262	13.07751253	123	6	7.89892578125
IPI00653263	IPI00653263	12.53334997	107	5	7.13720703125
IPI00653264	IPI00653264	105.72891673	942	49	9.21728515625
IPI00653265	IPI00653265	13.5309336	121	7	12.36669921875
IPI00653266	IPI00653266	40.87450149	370	19	8.44091796875
IPI00653267	IPI00653267	20.96955163	188	10	9.84716796875
IPI00653268	IPI00653268	33.10969105	287	19	9.92041015625
IPI00653269	IPI00653269	18.70466531	172	8	10.75537109375
IPI00653270	IPI00653270	133.21200086	1184	66	6.71240234375
IPI00653272	IPI00653272	14.4579043	131	8	7.31298828125
IPI00653273	IPI00653273	6.42214917	60	3	5.56689453125
IPI00653274	IPI00653274	52.41762173	488	31	5.87158203125
IPI00653275	IPI00653275	7.96313329	70	4	6.69775390625
IPI00653276	IPI00653276	8.03745288	68	4	10.62353515625
IPI00653277	IPI00653277	47.61977664	419	19	4.99560546875
IPI00653279	IPI00653279	8.56824704	78	2	7.25439453125
IPI00653280	IPI00653280	12.91607352	114	9	10.52099609375
IPI00653281	IPI00653281	10.00125319	90	4	10.72607421875
IPI00653282	IPI00653282	40.45505948	355	22	10.50634765625
IPI00653283	IPI00653283	68.93306017	609	41	5.14794921875
IPI00653284	IPI00653284	45.85913365	406	17	7.35693359375
IPI00653285	IPI00653285	16.97699614	147	9	10.06689453125
IPI00653287	IPI00653287	33.04605468	298	13	6.01123046875
IPI00653288	IPI00653288	20.05379404	181	11	7.13720703125
IPI00653289	IPI00653289	20.73774302	193	11	12.17626953125
IPI00653290	IPI00653290	95.31936243	826	47	8.29443359375
IPI00653291	IPI00653291	6.94064769	58	3	9.58349609375
IPI00653292	IPI00653292	17.53888485	160	7	11.41455078125
IPI00653293	IPI00653293	17.03955378	165	14	12.32275390625
IPI00653294	IPI00653294	60.06801521	520	27	5.35107421875
IPI00653295	IPI00653295	16.76242932	149	10	9.46630859375
IPI00653296	IPI00653296	16.16115235	149	8	8.20654296875
IPI00653297	IPI00653297	83.06661327	731	39	8.52880859375
IPI00653298	IPI00653298	11.52589195	106	6	4.52587890625
IPI00653300	IPI00653300	75.98245477	670	27	6.94677734375
IPI00653301	IPI00653301	15.76726122	145	8	5.10986328125
IPI00653302	IPI00653302	33.16410106	288	16	5.79541015625
IPI00653303	IPI00653303	46.93333871	415	23	5.89697265625
IPI00653304	IPI00653304	11.95621478	112	8	11.35595703125
IPI00653305	IPI00653305	17.39495562	157	10	9.49560546875
IPI00653306	IPI00653306	45.87948115	407	24	7.37158203125
IPI00653307	IPI00653307	72.52110358	652	35	8.70458984375
IPI00653308	IPI00653308	12.69766312	120	6	10.63818359375
IPI00653309	IPI00653309	8.76309656	77	5	5.35107421875
IPI00653310	IPI00653310	13.67216083	120	8	10.12548828125
IPI00653311	IPI00653311	33.50303073	303	16	7.85498046875
IPI00653312	IPI00653312	6.49319708	57	3	7.81103515625
IPI00653313	IPI00653313	25.70220314	240	10	4.94482421875
IPI00653314	IPI00653314	12.18508714	116	7	7.91357421875
IPI00653315	IPI00653315	7.29808075	71	5	13.18701171875
